date,provider,model,team,project,requests,input_tokens,output_tokens,cache_read_tokens,cost_usd
2026-07-28,anthropic-api,claude-fable-5,Data Science,Forecasting,108,319505,184792,165245,12.60
2026-07-28,anthropic-api,claude-opus-5,Data Science,Forecasting,770,1710590,1202281,863673,39.04
2026-07-28,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1373,2512920,1261572,1042856,26.78
2026-07-28,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2788,3168778,373930,1425598,5.18
2026-07-28,bedrock,claude-haiku-4-5,Support,Ticket Triage,14968,17577108,1575744,7074723,26.16
2026-07-28,bedrock,claude-sonnet-5,Support,Ticket Triage,786,1422803,385427,643691,10.24
2026-07-29,bedrock,claude-opus-5,Delivery,Client Portal,1563,3583170,1736824,1689748,62.18
2026-07-29,bedrock,claude-sonnet-5,Delivery,Client Portal,4919,8277757,3195408,3313643,73.76
2026-07-29,bedrock,claude-haiku-4-5,Platform,Agent Runtime,55258,65466378,4865559,26981353,92.49
2026-07-29,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2509,4060465,883500,1628516,25.92
2026-07-29,anthropic-api,claude-fable-5,Data Science,Forecasting,97,322321,252825,139095,16.00
2026-07-29,anthropic-api,claude-opus-5,Data Science,Forecasting,677,1507592,898209,679202,30.33
2026-07-29,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1435,2362744,876818,1147915,20.58
2026-07-29,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3616,4060721,532928,1760243,6.90
2026-07-29,bedrock,claude-haiku-4-5,Support,Ticket Triage,20223,22698559,2586617,10864186,36.72
2026-07-29,bedrock,claude-sonnet-5,Support,Ticket Triage,887,1481390,478331,728694,11.84
2026-07-30,bedrock,claude-opus-5,Delivery,Cortex CMS,1810,3743273,1790413,1503934,64.23
2026-07-30,bedrock,claude-sonnet-5,Delivery,Client Portal,5063,7988723,3694711,3243120,80.36
2026-07-30,bedrock,claude-haiku-4-5,Platform,Agent Runtime,53506,61172129,4047142,31048807,84.51
2026-07-30,bedrock,claude-sonnet-5,Platform,Agent Runtime,2653,4180860,692929,1801780,23.48
2026-07-30,anthropic-api,claude-fable-5,Data Science,Churn Model,117,406860,249869,189970,16.75
2026-07-30,anthropic-api,claude-opus-5,Data Science,Forecasting,775,1672485,880805,812093,30.79
2026-07-30,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1186,2063815,954573,913220,20.78
2026-07-30,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3780,4604304,645445,2481802,8.08
2026-07-30,bedrock,claude-haiku-4-5,Support,Ticket Triage,19085,22982993,2453982,9698780,36.22
2026-07-30,bedrock,claude-sonnet-5,Support,Ticket Triage,824,1357590,386060,580062,10.04
2026-07-31,bedrock,claude-opus-5,Delivery,Cortex CMS,1881,4703301,2161163,2154925,78.62
2026-07-31,bedrock,claude-sonnet-5,Delivery,Cortex CMS,4589,7246918,2780097,2934240,64.32
2026-07-31,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,55303,61710814,5609687,26344940,92.39
2026-07-31,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2263,3704609,762754,1647797,23.05
2026-07-31,anthropic-api,claude-fable-5,Data Science,Forecasting,116,343746,279441,153850,17.56
2026-07-31,anthropic-api,claude-opus-5,Data Science,Forecasting,907,1957376,1049238,968926,36.50
2026-07-31,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1607,2596983,1288711,1150707,27.47
2026-07-31,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,2934,3465883,351399,1760019,5.40
2026-07-31,bedrock,claude-haiku-4-5,Support,Ticket Triage,15356,17903890,1898598,8153079,28.21
2026-07-31,bedrock,claude-sonnet-5,Support,Ticket Triage,861,1304589,421557,615898,10.42
2026-08-01,bedrock,claude-opus-5,Delivery,Cortex CMS,408,843715,446255,426290,15.59
2026-08-01,bedrock,claude-sonnet-5,Delivery,Client Portal,1258,2069167,911610,1048402,20.20
2026-08-01,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,9981,11905425,1072560,5114495,17.78
2026-08-01,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,589,886741,144130,445104,4.96
2026-08-01,anthropic-api,claude-fable-5,Data Science,Forecasting,27,111263,62686,60474,4.31
2026-08-01,anthropic-api,claude-opus-5,Data Science,Churn Model,176,378890,248532,187933,8.20
2026-08-01,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,260,400877,155001,163444,3.58
2026-08-01,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,713,801230,108512,330197,1.38
2026-08-01,bedrock,claude-haiku-4-5,Support,Ticket Triage,3486,4269814,455198,2129233,6.76
2026-08-01,bedrock,claude-sonnet-5,Support,Ticket Triage,221,403712,124765,215780,3.15
2026-08-02,bedrock,claude-opus-5,Delivery,Client Portal,349,733686,414312,350156,14.20
2026-08-02,bedrock,claude-sonnet-5,Delivery,Client Portal,1255,1952128,794428,873545,18.03
2026-08-02,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,12783,14376199,1358528,7054171,21.87
2026-08-02,bedrock,claude-sonnet-5,Platform,Agent Runtime,590,971034,198749,503470,6.05
2026-08-02,anthropic-api,claude-fable-5,Data Science,Churn Model,30,89712,66005,49509,4.25
2026-08-02,anthropic-api,claude-opus-5,Data Science,Churn Model,189,363302,179803,163443,6.39
2026-08-02,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,345,628352,228333,307063,5.40
2026-08-02,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,857,956777,115932,526264,1.59
2026-08-02,bedrock,claude-haiku-4-5,Support,Ticket Triage,4406,5333702,557311,2677448,8.39
2026-08-02,bedrock,claude-sonnet-5,Support,Ticket Triage,189,337408,118387,186288,2.84
2026-08-03,bedrock,claude-opus-5,Delivery,Cortex CMS,2041,4682671,2369560,2237845,83.77
2026-08-03,bedrock,claude-sonnet-5,Delivery,Cortex CMS,6238,10151585,4222004,4968909,95.28
2026-08-03,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,57286,67165108,5423316,36759780,97.96
2026-08-03,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2567,4621915,1105590,2080317,31.07
2026-08-03,anthropic-api,claude-fable-5,Data Science,Forecasting,131,427542,293524,201709,19.15
2026-08-03,anthropic-api,claude-opus-5,Data Science,Forecasting,945,1847463,943725,899665,33.28
2026-08-03,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1249,2094717,1075084,1067714,22.73
2026-08-03,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3229,3913791,531247,1627423,6.73
2026-08-03,bedrock,claude-haiku-4-5,Support,Ticket Triage,19245,21836769,2221969,9772775,33.92
2026-08-03,bedrock,claude-sonnet-5,Support,Ticket Triage,860,1337300,373571,570292,9.79
2026-08-04,bedrock,claude-opus-5,Delivery,Cortex CMS,2083,4989938,2400152,2421845,86.16
2026-08-04,bedrock,claude-sonnet-5,Delivery,Client Portal,4787,8503880,3828780,3573721,84.02
2026-08-04,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,57972,67947928,6027887,37856232,101.87
2026-08-04,bedrock,claude-sonnet-5,Platform,Agent Runtime,2821,5188390,1102575,2652040,32.90
2026-08-04,anthropic-api,claude-fable-5,Data Science,Forecasting,118,400898,299063,213625,19.18
2026-08-04,anthropic-api,claude-opus-5,Data Science,Churn Model,862,1726782,893218,739251,31.33
2026-08-04,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1576,2720188,1438129,1478720,30.18
2026-08-04,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3909,4594415,590705,2585579,7.81
2026-08-04,bedrock,claude-haiku-4-5,Support,Ticket Triage,20388,23608009,2681848,11635218,38.18
2026-08-04,bedrock,claude-sonnet-5,Support,Ticket Triage,805,1261381,371168,690809,9.56
2026-08-05,bedrock,claude-opus-5,Delivery,Client Portal,1885,4314507,2474610,2405162,84.64
2026-08-05,bedrock,claude-sonnet-5,Delivery,Client Portal,4566,7925567,3758532,4482706,81.50
2026-08-05,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,58618,68956312,6604463,37157837,105.69
2026-08-05,bedrock,claude-sonnet-5,Platform,Agent Runtime,2842,4478404,839318,2437221,26.76
2026-08-05,anthropic-api,claude-fable-5,Data Science,Churn Model,127,466536,304828,261756,20.17
2026-08-05,anthropic-api,claude-opus-5,Data Science,Forecasting,931,1838696,1059440,866181,36.11
2026-08-05,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1266,2093650,830770,1060561,19.06
2026-08-05,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3515,4073068,541557,2089426,6.99
2026-08-05,bedrock,claude-haiku-4-5,Support,Ticket Triage,17381,20766196,1683881,9031695,30.09
2026-08-05,bedrock,claude-sonnet-5,Support,Ticket Triage,855,1364227,407707,644684,10.40
2026-08-06,bedrock,claude-opus-5,Delivery,Cortex CMS,1572,3726672,1885631,1645639,66.60
2026-08-06,bedrock,claude-sonnet-5,Delivery,Client Portal,6170,9489124,3607351,4301920,83.87
2026-08-06,bedrock,claude-haiku-4-5,Platform,Agent Runtime,49808,60087508,4781132,27776357,86.77
2026-08-06,bedrock,claude-sonnet-5,Platform,Agent Runtime,3015,4756113,1026555,2622739,30.45
2026-08-06,anthropic-api,claude-fable-5,Data Science,Churn Model,125,491981,317950,261011,21.08
2026-08-06,anthropic-api,claude-opus-5,Data Science,Churn Model,793,1986100,1138371,1009143,38.89
2026-08-06,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1551,2330134,1071646,1077304,23.39
2026-08-06,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3862,4241167,583668,2254974,7.39
2026-08-06,bedrock,claude-haiku-4-5,Support,Ticket Triage,17141,19127105,2079822,9734707,30.50
2026-08-06,bedrock,claude-sonnet-5,Support,Ticket Triage,1020,1612506,428432,692009,11.47
2026-08-07,bedrock,claude-opus-5,Delivery,Cortex CMS,1779,3561356,1548353,1697348,57.36
2026-08-07,bedrock,claude-sonnet-5,Delivery,Client Portal,4660,7893465,2573017,3891145,63.44
2026-08-07,bedrock,claude-haiku-4-5,Platform,Agent Runtime,52728,59729683,4148884,30882901,83.56
2026-08-07,bedrock,claude-sonnet-5,Platform,Agent Runtime,2677,4503807,1033928,2537608,29.78
2026-08-07,anthropic-api,claude-fable-5,Data Science,Forecasting,104,333580,216301,168842,14.32
2026-08-07,anthropic-api,claude-opus-5,Data Science,Forecasting,823,1675792,901111,928264,31.37
2026-08-07,anthropic-api,claude-sonnet-5,Sales Engineering,Demo Builder,1567,2473057,942162,1146546,21.90
2026-08-07,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3626,4279631,574753,2380609,7.39
2026-08-07,bedrock,claude-haiku-4-5,Support,Ticket Triage,19545,22933971,2454592,10845983,36.29
2026-08-07,bedrock,claude-sonnet-5,Support,Ticket Triage,850,1444100,349485,804031,9.82
2026-08-08,bedrock,claude-opus-5,Delivery,Client Portal,487,1181316,632630,528718,21.99
2026-08-08,bedrock,claude-sonnet-5,Delivery,Client Portal,1172,1993055,676733,1042006,16.44
2026-08-08,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,12069,14129268,1032054,7182096,20.01
2026-08-08,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,510,923579,172350,428606,5.48
2026-08-08,anthropic-api,claude-fable-5,Data Science,Churn Model,29,101505,77680,45518,4.94
2026-08-08,anthropic-api,claude-opus-5,Data Science,Churn Model,209,474542,247112,208349,8.65
2026-08-08,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,277,411552,152248,223134,3.59
2026-08-08,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,883,1068667,117650,556952,1.71
2026-08-08,bedrock,claude-haiku-4-5,Support,Ticket Triage,4565,5007501,464339,2794512,7.61
2026-08-08,bedrock,claude-sonnet-5,Support,Ticket Triage,215,381141,95943,172594,2.63
2026-08-09,bedrock,claude-opus-5,Delivery,Client Portal,423,808051,399731,368541,14.22
2026-08-09,bedrock,claude-sonnet-5,Delivery,Client Portal,1437,2238574,978782,1105201,21.73
2026-08-09,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,12059,13342671,1176058,5968975,19.82
2026-08-09,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,586,973884,227161,441821,6.46
2026-08-09,anthropic-api,claude-fable-5,Data Science,Forecasting,27,94659,63804,54362,4.19
2026-08-09,anthropic-api,claude-opus-5,Data Science,Forecasting,216,514749,359121,287053,11.70
2026-08-09,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,340,508330,198846,258324,4.59
2026-08-09,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,939,1126763,129305,538543,1.83
2026-08-09,bedrock,claude-haiku-4-5,Support,Ticket Triage,4462,5088675,477392,2941178,7.77
2026-08-09,bedrock,claude-sonnet-5,Support,Ticket Triage,214,393484,116702,184299,2.99
2026-08-10,bedrock,claude-opus-5,Delivery,Client Portal,2290,5055121,2987408,2659199,101.29
2026-08-10,bedrock,claude-sonnet-5,Delivery,Client Portal,5522,10297297,3758461,5408064,88.89
2026-08-10,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,43665,52504568,4156354,27845286,76.07
2026-08-10,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2925,4712381,1116134,2471279,31.62
2026-08-10,anthropic-api,claude-fable-5,Data Science,Churn Model,120,381229,265619,185980,17.28
2026-08-10,anthropic-api,claude-opus-5,Data Science,Forecasting,781,1619736,791942,763008,28.28
2026-08-10,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1429,2618464,977581,1222045,22.89
2026-08-10,anthropic-api,claude-haiku-4-5,Sales Engineering,Demo Builder,3416,3762512,432774,1786036,6.10
2026-08-10,bedrock,claude-haiku-4-5,Support,Ticket Triage,20257,24322490,2852553,14259987,40.01
2026-08-10,bedrock,claude-sonnet-5,Support,Ticket Triage,897,1340242,427851,743512,10.66
2026-08-11,bedrock,claude-opus-5,Delivery,Cortex CMS,2036,4144885,1932175,2055222,70.06
2026-08-11,bedrock,claude-sonnet-5,Delivery,Client Portal,5144,8882486,3393717,4882098,79.02
2026-08-11,bedrock,claude-haiku-4-5,Platform,Ingest Pipeline,47675,53701880,3525822,27643391,74.10
2026-08-11,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,2367,3881269,809532,2061477,24.41
2026-08-11,anthropic-api,claude-fable-5,Data Science,Forecasting,123,397985,241392,179237,16.23
2026-08-11,anthropic-api,claude-opus-5,Data Science,Forecasting,889,2226614,1381786,1169159,46.26
2026-08-11,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1736,2696207,1198744,1550213,26.53
2026-08-11,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3233,3953897,405562,1832389,6.16
2026-08-11,bedrock,claude-haiku-4-5,Support,Ticket Triage,16290,18425541,1530413,10668933,27.14
2026-08-11,bedrock,claude-sonnet-5,Support,Ticket Triage,826,1269563,422032,653317,10.34
2026-08-12,bedrock,claude-opus-5,Delivery,Client Portal,2198,4165090,2386531,1980568,81.48
2026-08-12,bedrock,claude-sonnet-5,Delivery,Client Portal,4781,7178667,2750234,3867788,63.95
2026-08-12,bedrock,claude-haiku-4-5,Platform,Agent Runtime,53269,64546155,4641775,33080533,91.06
2026-08-12,bedrock,claude-sonnet-5,Platform,Ingest Pipeline,3187,5614088,943995,3061081,31.92
2026-08-12,anthropic-api,claude-fable-5,Data Science,Forecasting,122,415679,272091,194671,17.96
2026-08-12,anthropic-api,claude-opus-5,Data Science,Churn Model,977,2428303,1258038,1444451,44.31
2026-08-12,anthropic-api,claude-sonnet-5,Sales Engineering,RFP Assistant,1357,2152187,1013573,1262450,22.04
2026-08-12,anthropic-api,claude-haiku-4-5,Sales Engineering,RFP Assistant,3205,3823347,426409,2052528,6.16
2026-08-12,bedrock,claude-haiku-4-5,Support,Ticket Triage,19822,23144020,2033019,11113895,34.42
2026-08-12,bedrock,claude-sonnet-5,Support,Ticket Triage,890,1595906,475222,930651,12.20
